NO,True Label,Predicted Label,TP,TN,FP,FN
19,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
20,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
21,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
22,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
23,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
24,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
25,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
26,Terjatuh,Terjatuh,1,0,0,0
27,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
28,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Suhu Ekstrem ,0,0,0,1
29,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
30,Terjatuh,Paparan/Kontak dengan Suhu Ekstrem ,0,0,0,1
31,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
32,Terjatuh,Terjatuh,1,0,0,0
33,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
34,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
35,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
36,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
37,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
38,Terjatuh,Terjatuh,1,0,0,0
39,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
40,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
41,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
42,Terjatuh,Tertimpa Benda-Benda Jatuh,0,0,0,1
43,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
44,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
45,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
46,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
47,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
48,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
49,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
50,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
51,Terjatuh,Melakukan Gerakan Berat,0,0,0,1
52,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
53,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
54,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
55,Melakukan Gerakan Berat,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
56,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
57,Tertimpa Benda-Benda Jatuh,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
58,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
59,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
60,Terjatuh,Melakukan Gerakan Berat,0,0,0,1
61,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
62,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
63,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
64,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
65,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
66,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
67,Terjatuh,Terjatuh,1,0,0,0
68,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
69,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
70,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
71,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
72,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
73,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
74,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
75,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
76,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
77,Terjatuh,Terjatuh,1,0,0,0
78,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
79,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
80,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",Melakukan Gerakan Berat,0,0,0,1
81,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
82,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
83,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
84,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
85,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,0,0,0,1
86,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
87,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
88,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Suhu Ekstrem ,0,0,0,1
89,Terjatuh,Terjatuh,1,0,0,0
90,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
91,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
92,Terjatuh,Terjatuh,1,0,0,0
93,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
94,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
95,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
96,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
97,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
98,Terjatuh,Terjatuh,1,0,0,0
99,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
100,Terjatuh,Terjatuh,1,0,0,0
101,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
102,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
103,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
104,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
105,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,0,0,0,1
106,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
107,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
108,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
109,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
110,Terperangkap di dalam atau diantara benda-benda,Terjatuh,0,0,0,1
111,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
112,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
113,Paparan/Kontak dengan Suhu Ekstrem ,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
114,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
115,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
116,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,0,0,0,1
117,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
118,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
119,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
120,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
121,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
122,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
123,Terjatuh,Terjatuh,1,0,0,0
124,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
125,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
126,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
127,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
128,Terjatuh,Terjatuh,1,0,0,0
129,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Terperangkap di dalam atau diantara benda-benda,0,0,0,1
130,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
131,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
132,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
133,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
134,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
135,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
136,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
137,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
138,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
139,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
140,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
141,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
142,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
143,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
144,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
145,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
146,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
147,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
148,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
149,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
150,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
151,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
152,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",Melakukan Gerakan Berat,0,0,0,1
153,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
154,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
155,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
156,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
157,Tertimpa Benda-Benda Jatuh,Terperangkap di dalam atau diantara benda-benda,0,0,0,1
158,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
159,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
160,Terjatuh,Terjatuh,1,0,0,0
161,Melakukan Gerakan Berat,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
162,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
163,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
164,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
165,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
166,Paparan/Kontak dengan Suhu Ekstrem ,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
167,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
168,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
169,Tertimpa Benda-Benda Jatuh,Terperangkap di dalam atau diantara benda-benda,0,0,0,1
170,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
171,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
172,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
173,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
174,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
175,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
176,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",Tertimpa Benda-Benda Jatuh,0,0,0,1
177,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
178,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
179,Terjatuh,Tertimpa Benda-Benda Jatuh,0,0,0,1
180,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
181,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
182,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
183,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
184,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
185,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
186,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
187,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
188,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
189,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Tertimpa Benda-Benda Jatuh,0,0,0,1
190,Terjatuh,Terjatuh,1,0,0,0
191,Terjatuh,Tertimpa Benda-Benda Jatuh,0,0,0,1
192,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
193,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
194,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Terjatuh,0,0,0,1
195,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
196,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
197,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
198,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
199,Terjatuh,Terjatuh,1,0,0,0
200,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
201,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
202,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
203,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
204,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
205,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
206,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
207,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
208,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
209,Terjatuh,Terjatuh,1,0,0,0
210,Terjatuh,Terjatuh,1,0,0,0
211,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
212,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
213,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
214,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",Melakukan Gerakan Berat,0,0,0,1
215,Terjatuh,Terjatuh,1,0,0,0
216,Terjatuh,Tertimpa Benda-Benda Jatuh,0,0,0,1
217,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
218,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
219,Paparan/Kontak dengan Suhu Ekstrem ,Terjatuh,0,0,0,1
220,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
221,Terjatuh,Terjatuh,1,0,0,0
222,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
223,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
224,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
225,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
226,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
227,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
228,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
229,Tertimpa Benda-Benda Jatuh,Terperangkap di dalam atau diantara benda-benda,0,0,0,1
230,Terjatuh,Terjatuh,1,0,0,0
231,Terjatuh,Terjatuh,1,0,0,0
232,Terjatuh,Terjatuh,1,0,0,0
233,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
234,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
235,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
236,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
237,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
238,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
239,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
240,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
241,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
242,Terjatuh,Tertimpa Benda-Benda Jatuh,0,0,0,1
243,Terjatuh,Terjatuh,1,0,0,0
244,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
245,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
246,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
247,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
248,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
249,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
250,Terjatuh,Terjatuh,1,0,0,0
251,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
252,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
253,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
254,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
255,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
256,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
257,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
258,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
259,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
260,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Suhu Ekstrem ,0,0,0,1
261,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
262,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
263,Terjatuh,Terjatuh,1,0,0,0
